,AI.PA,AIR.PA,BN.PA,BNP.PA,CS.PA,DG.PA,DSY.PA,EL.PA,KER.PA,MC.PA,OR.PA,RI.PA,RMS.PA,SAF.PA,SAN.PA,SGO.PA,STLA.PA,SU.PA,TTE.PA,VIV.PA
2017-01-20,-0.0019388983064148953,-0.002140453643534183,-0.00739869915826434,0.005007572682734448,-0.0069025228890773095,0.010074822656005636,-0.011819651742608137,0.003179639033131347,-0.005228737728516771,0.00498752552906555,-0.0026427673241289544,-0.007868575586462041,-0.002575868441663359,0.012961812502401849,-0.001981556855395936,0.021078598993400862,0.0,0.0,0.0104461407960367,0.009037048122502719
2017-01-23,-0.003889111168745971,0.0016820956026449667,-0.0033812502920971214,-0.01476043329170025,-0.012852810495956967,0.01597148919506926,-0.0023808145411292818,-0.022936785343098155,-0.008114948992571373,-0.0031470827963460076,0.006447799914959522,0.011090728924433276,-0.002952061693743692,0.01661835238883382,-0.010368382310254316,-0.006688296145723416,0.0,-0.0063860065045475475,-0.013180129144363022,-0.0028152741801637936
2017-01-24,0.0009736472825215902,0.0016792709077705402,-0.002034225694706456,0.012092878466372812,-0.003734259914755015,-0.005095230109365745,0.0007008360259112271,-0.016846473073304235,0.00022014802784407175,-0.006852968413667795,0.0008760938309539517,0.006869731427602962,0.001969034120149671,-0.00966038720197316,-0.012774959933089988,0.013332074539971893,0.0,0.008604031761143731,0.0032588471268721947,0.00926056889487992
2017-01-25,0.008721015111367412,-0.002596384397198106,0.00033933589708803766,0.0407284657446774,0.026708776536817594,0.0013513096854534553,0.001400133538835474,0.01638229991606248,0.013992390642815043,0.012353900650519138,0.0014583639484222247,-0.005492060518687793,0.00808131677034536,0.0003080672203291072,0.004725567163005191,0.019251702583063263,0.0,0.014954160598868126,0.007840717702897302,-0.022028532166298194
2017-01-26,-0.0019314085045806391,-0.00736758077552719,-0.0006787869821154891,-0.012093995789811959,0.002781665893836195,-0.01207566450137577,-0.002100969564746735,0.006939653306499936,-0.007627796372224101,-0.004975770229375854,-0.001458363948422298,0.01638637554524361,0.00377333005918567,-0.006800564181607665,0.005105544897308029,-0.01530773592943357,0.0,-0.004813689254001494,-0.004487825841917121,-0.003146023183147141
2017-01-27,-0.011667648628920082,-0.0037043643189556322,-0.005276182399331995,-0.0030871521223828965,-0.0062158794737701036,-0.00441368838088605,0.012401778689306054,0.007349624842584372,-0.01011444362814263,-0.019083488303865657,0.0,-0.002712506689339313,-0.009766895169302814,-0.013270076228949433,-0.001743745090495994,-0.0029831556054077443,0.0,-0.002488811301306459,-0.012102242459590157,-0.00949778353964477
2017-01-30,-0.009828055586811098,-0.0215700338918755,-0.00530410278019707,-0.019223494919912328,-0.0149466367826746,-0.009501912366864453,-0.007506342947865321,0.0,-0.00798764079042302,-0.01347003080835967,-0.001752866642696203,-0.011839805260301869,-0.010358908073194858,-0.012970755700548344,0.004019338934782321,-0.02189827797604213,0.0,-0.01357751288785965,-0.011072116547250023,-0.005218924470109786
2017-01-31,-0.012422578921030884,-0.008409452132187651,-0.0051599569314585425,-0.018416701378943013,-0.008327926174209192,-0.0006161570482229233,0.00013957507595015718,-0.0078107308937801125,-0.019116727386841115,0.012131163333874012,-0.015618374640657915,-0.007356383076105349,-0.002233790643503104,-0.0017528585235306177,-0.004019338934782362,-0.007553842171704004,0.0,-0.01617773144311016,-0.0009640012064173369,-0.015231707426019833
2017-02-01,0.0029955192053933654,0.005402844244632368,0.00807213318992965,0.024206185571779917,0.019181082485494074,0.005838044735079836,0.001533377239434702,-0.018622511833408302,0.006563376660914803,0.007474641707619427,0.0032616058148919225,-0.007410829810512825,-0.006356395281370428,0.0004783350043190654,0.01716952997184087,0.015159234559552348,0.0,0.032097793491546685,0.0012851013249585176,0.00910826217447974
2017-02-02,0.0014944519291091335,-0.004128929549633829,-0.0017120099093780065,-0.00612133185217416,-0.018081268196914604,0.013843739059296076,0.057908775687834334,0.015388519948324493,0.004725965279111217,-0.002663117419483662,0.010014883157446433,0.007872218992933838,0.008590185924873556,0.006514678651919399,-0.01061293340312304,-0.002384062936889068,0.0,-0.0036627395729674976,-0.004827607690564663,-0.004396832883950601
2017-02-03,0.004469800731334913,0.0034948600788268238,0.012600164480484611,0.014497800631428866,0.0180812681969146,0.005273853333732023,0.0021011525554856985,0.004616813241309421,0.002018659526743532,0.007703568233892894,0.0026342584305933817,0.009182800853666061,0.0022288119421749247,0.005842873923290123,0.008499378704809173,-0.001737388127870965,0.0,-0.004413002518984857,0.013989284484220831,-0.0023529961166510386
2017-02-06,-0.014474954442961173,0.0007925693729377169,-0.0020325029676652433,-0.018655119448200398,-0.018960989266481872,-0.010879545470709538,-0.004997394192314395,-0.012981188277971886,-0.0060681708056965974,-0.020316139249984974,-0.004981731056082041,-0.004580859984927012,-0.006452451033499956,-0.007269297076115084,0.0002644009374652042,-0.012797613088127076,0.0,-0.011267756391212237,-0.000954898659002232,-0.0017682750865741666
2017-02-07,0.007513259626698115,-0.003651080159865522,0.004398622107140217,-0.04883177009127343,-0.01351223580293376,-0.009157549800801216,-0.0021116902460957625,0.006511622526833616,-0.0009020897814093476,-0.0037878668968653766,0.0076090683971428335,0.0,0.0012440907491499784,0.004588993209140509,0.0034314687842976407,-0.0031974588916327553,0.0,0.0028288925113716923,-0.010242264818709068,-0.0005901580873039602
2017-02-08,-0.0004991451078086061,-0.0017509054853618792,0.023522642815887427,-0.019256846706913487,-0.012115941777920212,0.045704193180884686,0.005533649720924652,-0.0018561207021906203,-0.007928453467149526,-0.011450456771387311,0.010729440734241967,-0.004140834817543352,-0.017939373271744434,0.00205032903161351,0.009832920719528408,0.0017653765020659374,0.0,-0.003127082830564621,0.004387184331506154,0.00029506629889942113
2017-02-09,0.011910750409296903,0.019405823737517296,-0.0033030708670190203,0.011175233878190296,0.02276376959702611,0.007878665475232215,0.0028863620181208837,0.014295797379488035,0.020484692447412158,0.01712693132136915,0.0037425918742925958,-0.0129931655896442,0.00982497870937259,0.003303173777324635,0.045149224039288664,0.00022050564674625038,0.0,0.004315704108204007,0.012625437438307883,0.013482006637669994
2017-02-10,0.002463654011873883,0.006075248711439607,-0.006639053860879176,-0.017617643481104107,-0.00243014837004226,-0.0007268361514166931,0.0010475183837280523,-0.0059701109261593175,0.025952628317704445,-0.0021586294938860996,-0.02266876393078753,0.007908842862220326,0.005126018087813455,0.003135793739002592,-0.0004989511708552022,0.0072479564248778515,0.0,0.0020769480743074616,0.010487773278468455,-0.006132274758453494
